Title,Element Name,Level
"Law Teachers, Postsecondary",Administration and Management,2.03
"Law Teachers, Postsecondary",Clerical,2.26
"Law Teachers, Postsecondary",Economics and Accounting,0.68
"Law Teachers, Postsecondary",Sales and Marketing,0.74
"Law Teachers, Postsecondary",Customer and Personal Service,3
"Law Teachers, Postsecondary",Personnel and Human Resources,2.63
"Law Teachers, Postsecondary",Production and Processing,0.35
"Law Teachers, Postsecondary",Food Production,0
"Law Teachers, Postsecondary",Computers and Electronics,3.85
"Law Teachers, Postsecondary",Engineering and Technology,0.02
"Law Teachers, Postsecondary",Design,0.78
"Law Teachers, Postsecondary",Building and Construction,0
"Law Teachers, Postsecondary",Mechanical,0.01
"Law Teachers, Postsecondary",Mathematics,1.95
"Law Teachers, Postsecondary",Physics,0
"Law Teachers, Postsecondary",Chemistry,0
"Law Teachers, Postsecondary",Biology,0.06
"Law Teachers, Postsecondary",Psychology,2.76
"Law Teachers, Postsecondary",Sociology and Anthropology,3.16
"Law Teachers, Postsecondary",Geography,2.15
"Law Teachers, Postsecondary",Medicine and Dentistry,0.13
"Law Teachers, Postsecondary",Therapy and Counseling,1.77
"Law Teachers, Postsecondary",Education and Training,6.37
"Law Teachers, Postsecondary",English Language,6.29
"Law Teachers, Postsecondary",Foreign Language,1.38
"Law Teachers, Postsecondary",Fine Arts,1.01
"Law Teachers, Postsecondary",History and Archeology,3.64
"Law Teachers, Postsecondary",Philosophy and Theology,3.5
"Law Teachers, Postsecondary",Public Safety and Security,1.7
"Law Teachers, Postsecondary",Law and Government,6.57
"Law Teachers, Postsecondary",Telecommunications,0.92
"Law Teachers, Postsecondary",Communications and Media,4.63
"Law Teachers, Postsecondary",Transportation,0.84
"Social Work Teachers, Postsecondary",Administration and Management,3.01
"Social Work Teachers, Postsecondary",Clerical,3.19
"Social Work Teachers, Postsecondary",Economics and Accounting,1.79
"Social Work Teachers, Postsecondary",Sales and Marketing,2.28
"Social Work Teachers, Postsecondary",Customer and Personal Service,3.59
"Social Work Teachers, Postsecondary",Personnel and Human Resources,3.75
"Social Work Teachers, Postsecondary",Production and Processing,0.85
"Social Work Teachers, Postsecondary",Food Production,0.27
"Social Work Teachers, Postsecondary",Computers and Electronics,4.09
"Social Work Teachers, Postsecondary",Engineering and Technology,0.45
"Social Work Teachers, Postsecondary",Design,1.17
"Social Work Teachers, Postsecondary",Building and Construction,0.02
"Social Work Teachers, Postsecondary",Mechanical,0.03
"Social Work Teachers, Postsecondary",Mathematics,4.6
"Social Work Teachers, Postsecondary",Physics,0
"Social Work Teachers, Postsecondary",Chemistry,0.03
"Social Work Teachers, Postsecondary",Biology,0.85
"Social Work Teachers, Postsecondary",Psychology,6.23
"Social Work Teachers, Postsecondary",Sociology and Anthropology,6.04
"Social Work Teachers, Postsecondary",Geography,3.56
"Social Work Teachers, Postsecondary",Medicine and Dentistry,1.07
"Social Work Teachers, Postsecondary",Therapy and Counseling,6
"Social Work Teachers, Postsecondary",Education and Training,6.69
"Social Work Teachers, Postsecondary",English Language,5.67
"Social Work Teachers, Postsecondary",Foreign Language,0.35
"Social Work Teachers, Postsecondary",Fine Arts,0.31
"Social Work Teachers, Postsecondary",History and Archeology,3.36
"Social Work Teachers, Postsecondary",Philosophy and Theology,4.69
"Social Work Teachers, Postsecondary",Public Safety and Security,1.26
"Social Work Teachers, Postsecondary",Law and Government,3.45
"Social Work Teachers, Postsecondary",Telecommunications,1.26
"Social Work Teachers, Postsecondary",Communications and Media,3.88
"Social Work Teachers, Postsecondary",Transportation,0.94
"Art, Drama, and Music Teachers, Postsecondary",Administration and Management,3.04
"Art, Drama, and Music Teachers, Postsecondary",Clerical,3.02
"Art, Drama, and Music Teachers, Postsecondary",Economics and Accounting,0.76
"Art, Drama, and Music Teachers, Postsecondary",Sales and Marketing,1.88
"Art, Drama, and Music Teachers, Postsecondary",Customer and Personal Service,2.84
"Art, Drama, and Music Teachers, Postsecondary",Personnel and Human Resources,2.24
"Art, Drama, and Music Teachers, Postsecondary",Production and Processing,0.33
"Art, Drama, and Music Teachers, Postsecondary",Food Production,0
"Art, Drama, and Music Teachers, Postsecondary",Computers and Electronics,3.98
"Art, Drama, and Music Teachers, Postsecondary",Engineering and Technology,1.29
"Art, Drama, and Music Teachers, Postsecondary",Design,2.72
"Art, Drama, and Music Teachers, Postsecondary",Building and Construction,1.33
"Art, Drama, and Music Teachers, Postsecondary",Mechanical,1.26
"Art, Drama, and Music Teachers, Postsecondary",Mathematics,2.43
"Art, Drama, and Music Teachers, Postsecondary",Physics,1.14
"Art, Drama, and Music Teachers, Postsecondary",Chemistry,0.9
"Art, Drama, and Music Teachers, Postsecondary",Biology,0.48
"Art, Drama, and Music Teachers, Postsecondary",Psychology,3.4
"Art, Drama, and Music Teachers, Postsecondary",Sociology and Anthropology,3.49
"Art, Drama, and Music Teachers, Postsecondary",Geography,2.58
"Art, Drama, and Music Teachers, Postsecondary",Medicine and Dentistry,0.29
"Art, Drama, and Music Teachers, Postsecondary",Therapy and Counseling,2.2
"Art, Drama, and Music Teachers, Postsecondary",Education and Training,5.81
"Art, Drama, and Music Teachers, Postsecondary",English Language,5.48
"Art, Drama, and Music Teachers, Postsecondary",Foreign Language,2.39
"Art, Drama, and Music Teachers, Postsecondary",Fine Arts,6.82
"Art, Drama, and Music Teachers, Postsecondary",History and Archeology,4.35
"Art, Drama, and Music Teachers, Postsecondary",Philosophy and Theology,4.79
"Art, Drama, and Music Teachers, Postsecondary",Public Safety and Security,0.87
"Art, Drama, and Music Teachers, Postsecondary",Law and Government,1.81
"Art, Drama, and Music Teachers, Postsecondary",Telecommunications,1.06
"Art, Drama, and Music Teachers, Postsecondary",Communications and Media,4.18
"Art, Drama, and Music Teachers, Postsecondary",Transportation,0.87
"Communications Teachers, Postsecondary",Administration and Management,3.42
"Communications Teachers, Postsecondary",Clerical,3.81
"Communications Teachers, Postsecondary",Economics and Accounting,1.76
"Communications Teachers, Postsecondary",Sales and Marketing,3.11
"Communications Teachers, Postsecondary",Customer and Personal Service,4.09
"Communications Teachers, Postsecondary",Personnel and Human Resources,3.12
"Communications Teachers, Postsecondary",Production and Processing,1.09
"Communications Teachers, Postsecondary",Food Production,0.64
"Communications Teachers, Postsecondary",Computers and Electronics,3.79
"Communications Teachers, Postsecondary",Engineering and Technology,1.11
"Communications Teachers, Postsecondary",Design,1.34
"Communications Teachers, Postsecondary",Building and Construction,0.3
"Communications Teachers, Postsecondary",Mechanical,0.66
"Communications Teachers, Postsecondary",Mathematics,3.24
"Communications Teachers, Postsecondary",Physics,0.49
"Communications Teachers, Postsecondary",Chemistry,0.45
"Communications Teachers, Postsecondary",Biology,0.82
"Communications Teachers, Postsecondary",Psychology,3.51
"Communications Teachers, Postsecondary",Sociology and Anthropology,4.31
"Communications Teachers, Postsecondary",Geography,2.48
"Communications Teachers, Postsecondary",Medicine and Dentistry,0.25
"Communications Teachers, Postsecondary",Therapy and Counseling,2.81
"Communications Teachers, Postsecondary",Education and Training,6.03
"Communications Teachers, Postsecondary",English Language,6.58
"Communications Teachers, Postsecondary",Foreign Language,1.97
"Communications Teachers, Postsecondary",Fine Arts,2.37
"Communications Teachers, Postsecondary",History and Archeology,2.91
"Communications Teachers, Postsecondary",Philosophy and Theology,3.87
"Communications Teachers, Postsecondary",Public Safety and Security,1.36
"Communications Teachers, Postsecondary",Law and Government,3.63
"Communications Teachers, Postsecondary",Telecommunications,2.51
"Communications Teachers, Postsecondary",Communications and Media,5.48
"Communications Teachers, Postsecondary",Transportation,1.21
"English Language and Literature Teachers, Postsecondary",Administration and Management,2.87
"English Language and Literature Teachers, Postsecondary",Clerical,3.47
"English Language and Literature Teachers, Postsecondary",Economics and Accounting,0.41
"English Language and Literature Teachers, Postsecondary",Sales and Marketing,1.14
"English Language and Literature Teachers, Postsecondary",Customer and Personal Service,3.37
"English Language and Literature Teachers, Postsecondary",Personnel and Human Resources,1.97
"English Language and Literature Teachers, Postsecondary",Production and Processing,0.23
"English Language and Literature Teachers, Postsecondary",Food Production,0.1
"English Language and Literature Teachers, Postsecondary",Computers and Electronics,3.7
"English Language and Literature Teachers, Postsecondary",Engineering and Technology,0.47
"English Language and Literature Teachers, Postsecondary",Design,0.62
"English Language and Literature Teachers, Postsecondary",Building and Construction,0.04
"English Language and Literature Teachers, Postsecondary",Mechanical,0.09
"English Language and Literature Teachers, Postsecondary",Mathematics,2.43
"English Language and Literature Teachers, Postsecondary",Physics,0.16
"English Language and Literature Teachers, Postsecondary",Chemistry,0.02
"English Language and Literature Teachers, Postsecondary",Biology,0.25
"English Language and Literature Teachers, Postsecondary",Psychology,3.44
"English Language and Literature Teachers, Postsecondary",Sociology and Anthropology,3.94
"English Language and Literature Teachers, Postsecondary",Geography,2.31
"English Language and Literature Teachers, Postsecondary",Medicine and Dentistry,0.41
"English Language and Literature Teachers, Postsecondary",Therapy and Counseling,2.3
"English Language and Literature Teachers, Postsecondary",Education and Training,5.63
"English Language and Literature Teachers, Postsecondary",English Language,6.44
"English Language and Literature Teachers, Postsecondary",Foreign Language,2.17
"English Language and Literature Teachers, Postsecondary",Fine Arts,3.47
"English Language and Literature Teachers, Postsecondary",History and Archeology,3.38
"English Language and Literature Teachers, Postsecondary",Philosophy and Theology,4.65
"English Language and Literature Teachers, Postsecondary",Public Safety and Security,1.61
"English Language and Literature Teachers, Postsecondary",Law and Government,1.46
"English Language and Literature Teachers, Postsecondary",Telecommunications,0.69
"English Language and Literature Teachers, Postsecondary",Communications and Media,4.9
"English Language and Literature Teachers, Postsecondary",Transportation,0.96
"Foreign Language and Literature Teachers, Postsecondary",Administration and Management,2.06
"Foreign Language and Literature Teachers, Postsecondary",Clerical,3.71
"Foreign Language and Literature Teachers, Postsecondary",Economics and Accounting,0.62
"Foreign Language and Literature Teachers, Postsecondary",Sales and Marketing,1.79
"Foreign Language and Literature Teachers, Postsecondary",Customer and Personal Service,2.7
"Foreign Language and Literature Teachers, Postsecondary",Personnel and Human Resources,2.12
"Foreign Language and Literature Teachers, Postsecondary",Production and Processing,0.84
"Foreign Language and Literature Teachers, Postsecondary",Food Production,0
"Foreign Language and Literature Teachers, Postsecondary",Computers and Electronics,3.53
"Foreign Language and Literature Teachers, Postsecondary",Engineering and Technology,0.19
"Foreign Language and Literature Teachers, Postsecondary",Design,0.51
"Foreign Language and Literature Teachers, Postsecondary",Building and Construction,0.14
"Foreign Language and Literature Teachers, Postsecondary",Mechanical,0.72
"Foreign Language and Literature Teachers, Postsecondary",Mathematics,2.38
"Foreign Language and Literature Teachers, Postsecondary",Physics,0.17
"Foreign Language and Literature Teachers, Postsecondary",Chemistry,0.39
"Foreign Language and Literature Teachers, Postsecondary",Biology,0.85
"Foreign Language and Literature Teachers, Postsecondary",Psychology,3.13
"Foreign Language and Literature Teachers, Postsecondary",Sociology and Anthropology,3.89
"Foreign Language and Literature Teachers, Postsecondary",Geography,3.4
"Foreign Language and Literature Teachers, Postsecondary",Medicine and Dentistry,0.63
"Foreign Language and Literature Teachers, Postsecondary",Therapy and Counseling,2.34
"Foreign Language and Literature Teachers, Postsecondary",Education and Training,5.44
"Foreign Language and Literature Teachers, Postsecondary",English Language,5.63
"Foreign Language and Literature Teachers, Postsecondary",Foreign Language,6.24
"Foreign Language and Literature Teachers, Postsecondary",Fine Arts,2.31
"Foreign Language and Literature Teachers, Postsecondary",History and Archeology,3.82
"Foreign Language and Literature Teachers, Postsecondary",Philosophy and Theology,4.06
"Foreign Language and Literature Teachers, Postsecondary",Public Safety and Security,1.56
"Foreign Language and Literature Teachers, Postsecondary",Law and Government,1.47
"Foreign Language and Literature Teachers, Postsecondary",Telecommunications,0.86
